Question type,Answer explanation,Points,Prompt,Correct answers,Answer choice 1,Answer choice 2,Answer choice 3,Answer choice 4,Answer choice 5
MC,Underneath the automated facade stands a large workforce of low-paid data labelers filtering raw data.,,What hidden labor cost is required to filter offensive content and label datasets for modern AI systems?,2,database backup indexing jobs,low-paid gig data labeling,automated compiler optimization runs,security certificate audit checks,
MC,"Training runs require immense computational power, emitting carbon equivalent to multiple cars' lifetimes.",,How does the carbon footprint of training a single large AI model compare to typical human activities?,2,matches single flight footprints,exceeds multiple cars emissions,matches one person's footprint,draws minimal network power,
MC,"When an algorithm causes real-world harm, there is no clear human or legal entity that is held accountable.",,What is the accountability gap in automated algorithmic decision-making?,4,failing to log queries,forgetting comments in code,omitting input validation checks,lacking legally responsible parties,
MC,AI code is a fast first draft that often contains subtle bugs; it must always be verified before shipping.,,What is the general rule regarding developer verification of AI-generated code?,1,verify all AI drafts,trust all training matches,accept all code outputs,use template logic files,
MR,Supervised tasks learn from labeled examples where correct predictions are mapped beforehand.,,Which of the following tasks are categorized as supervised machine learning applications?,"1,2,4",classifying incoming email spam messages,identifying urgent client system requests,clustering website visitors by behavior,predicting house prices from attributes,
MR,"A perceptron multiplies inputs by weights, adds a bias, and runs a threshold step.",,Which mathematical components are directly involved in a perceptron's decision calculation?,"1,2,4",input features scaled by weights,step functions checking the threshold,cryptographic hashes encrypting connection inputs,bias values added to totals,
MR,Updates are computed using: learning rate * error * input value.,,Which factors directly determine the size and direction of a perceptron's weight adjustment when a prediction error occurs?,"1,2,3",the calculated prediction error size,the specific input feature value,the configured training learning rate,the total network layer count,
MR,"A network comprises an input layer, one or more hidden layers, and an output layer.",,Which of the following are standard layer components of a multi-layer neural network?,"1,3,4",an output final prediction layer,a database parameterized query layer,hidden features representation layers,an input feature variables layer,
MR,"Words translate to Lego-like token indices, where rare words are chopped up.",,Which statements are true regarding text tokenization for Large Language Models?,"1,2,4",rare words split into pieces,tokens convert directly to numbers,text files compile to bytecode,common words receive individual tokens,
MR,LLMs predict language patterns; they cannot verify factual truth or reason semantically.,,Which of the following describe what a Large Language Model is NOT capable of doing under the hood?,"2,3,4",predicting next text tokens,verifying database queries,performing logical reasoning,guaranteeing factual truth,
MR,Attributes strongly correlated with race (like zip code or school) act as proxies leaking the data.,,Which of the following features can act as proxy variables that implicitly leak sensitive race attributes?,"1,2,3",high school attendance histories,family arrest record histories,neighborhood postal zip codes,cryptographic password verification salts,
MR,"Key concerns include environmental footprints, worker wages, and consent for dataset compilation.",,Which issues represent core ethical dimensions of training and deploying modern AI models?,"1,2,4",exploitative data labeling labor,carbon emissions from cooling,sql injection vulnerabilities inside databases,privacy violations from harvesting,
MC,"Northpointe protected the scoring algorithm as a trade secret, which the court upheld.",,"In the Eric Loomis court case, on what grounds did the developer refuse to reveal the formula used to calculate Loomis's sentence risk score?",3,logic changes at runtime,parameters are privately encrypted,formula is trade secret,algorithm requires internet links,
MC,Risk tools learn patterns from historical records; they repeat past inequalities such as biased policing rates.,,Why is a risk scoring algorithm like COMPAS often described as a mirror of history?,3,compares faces against databases,requires historical database backups,learns patterns from history,runs checks on logs,
MC,ProPublica's audit showed Black defendants were flagged as high-risk but did not reoffend at twice the rate of whites.,,"When ProPublica audited the COMPAS risk score predictions, what racial disparity did they find in false positive error rates?",4,higher rates for white defendants,zero errors for all groups,identical rates across groups,higher rates for Black defendants,
MC,White defendants who did reoffend were mistakenly labeled low-risk significantly more often than Black defendants.,,"When ProPublica checked COMPAS errors, what pattern did they discover regarding false negative error rates?",1,higher rates for white defendants,higher rates for Black defendants,equal errors for all defendants,zero errors for white defendants,
MC,Calibration means a score represents the same risk probability (e.g. 70% rate for a 7) for all groups.,,What does it mean for a risk tool like COMPAS to be calibrated across different racial groups?,4,databases run queries in parallel,racial attributes are hashed early,error rates match across groups,scores carry identical risk probabilities,
MC,Facial-analysis tools had error rates up to 34.7% for dark-skinned female faces.,,"In Joy Buolamwini's MIT study on facial-analysis software, which demographic group had the highest error rate?",3,light-skinned men,dark-skinned men,dark-skinned women,light-skinned women,
MC,"Training datasets contained mostly light male faces, leaving darker female patterns unrepresented.",,Why did early commercial facial-analysis systems fail to accurately recognize darker female faces?,4,network connections throttled image data,hardware lacked sufficient color pixels,escaping processes deleted darker pixels,training datasets were light male,
MC,Police arrested Robert Williams due to a flawed match from a facial recognition scan of blurred security footage.,,What occurred during the Detroit wrongful arrest of Robert Williams in 2020?,1,facial recognition matched blurred video,judges used secret risk scores,queries leaked private credential files,hackers bypassed network egress inspectors,
MR,"Mathematical proofs show that when groups have different baseline arrest rates, calibration and error rate balances conflict.",,Which of the following describe why equalizing both calibration and error rates in a risk tool is mathematically impossible?,"2,3,4",database queries are encrypted locally,perfect predictive accuracy is impossible,calibration and errors mathematically conflict,groups have different arrest rates,
MR,Accused individuals are denied the rights to inspect scoring formulas or cross-examine calculation tools.,,Which of the following are arguments against using trade-secret algorithmic risk scores in court sentencing?,"1,2,3",vendors hold no direct accountability,defendants cannot inspect calculation formulas,accused individuals cannot cross-examine tools,database inputs are parameterized automatically,
