Question type,Answer explanation,Points,Prompt,Correct answers,Answer choice 1,Answer choice 2,Answer choice 3,Answer choice 4,Answer choice 5
MC,"Prince argued that private tech executives should not hold arbitrary, unchecked power over internet speech.",,What was Matthew Prince's concern after Cloudflare dropped the Daily Stormer in 2017?,2,underestimating network packet routing capabilities,private executives holding arbitrary power,losing commercial website advertising revenue,violating federal cloud database regulations,
MR,"The three main jobs of an operating system are managing processes, file systems, and memory.",,Which key computer resources are directly managed by a modern operating system?,"1,3,4",active program processes,external web domain names,physical memory allocation,file storage directories,
MR,"The three standard cloud models are IaaS (Infrastructure), PaaS (Platform), and SaaS (Software).",,Which of the following are recognized cloud computing service models?,"1,2,3",PaaS,IaaS,SaaS,VaaS,
MR,"The standard layers are Application, Transport, Internet, and Link. Session is not a layer in TCP/IP.",,Which layers are parts of the standard four layer TCP/IP networking model?,"1,2,3,5",Link,Internet,Transport,Session,Application
MR,"requests.get takes a URL string, query parameters dict (params), and request headers (headers).",,Which arguments or parameters can be passed to the Python <code>requests.get()</code> function?,"1,2,3",<code>params</code>,<code>headers</code>,<code>url</code>,<code>database</code>,
MR,"Flask uses URL parameters in route decorators, which it passes directly as variables into the handler function.",,Which features are used to define a dynamic route with variable parts in a Flask application?,"1,3",type converters in path,active database connections,parameters passed to function,static file template folders,
MR,Templates are calculated on-the-fly and contain slots where data is dropped before the page is served.,,What properties are true of dynamic HTML templates used by web servers?,"1,4",computed when requested,stored statically on disk,configured inside network routers,contain data placeholder slots,
MR,"An HTTP conversation consists of client requests (with paths, headers) and server responses (with status codes). Packets belong to TCP/IP.",,Which items are parts of a complete HTTP message conversation?,"1,3",request path names,router routing table keys,response status codes,packet number sequences,
MR,"200 (Success), 404 (Not Found), and 500 (Internal Server Error) are standard. 999 is a placeholder.",,Which status codes are standard responses in the HTTP protocol?,"1,3,4",<code>404</code>,<code>999</code>,<code>200</code>,<code>500</code>,
MR,"The web centralized due to economies of scale (cheaper compute), DDoS mitigation (requires large networks), and global footprints (speed/presence).",,Which economic forces pushed the modern web toward centralized cloud infrastructures?,"2,3",strict government database requirements,cheap scale advantages,attack defense capabilities,decentralized packet routing speeds,
MR,The Fastly 2021 outage and the AWS 2025 outage both showed how centralized failures impact millions of users across the globe.,,Which events are examples of systemic outages caused by centralized cloud computing and infrastructure concentration?,"1,4",Fastly outage in June 2021,ARPANET initial system crash in 1969,CERN World Wide Web release in 1991,AWS us east 1 failure in 2025,
