Question type,Answer explanation,Points,Prompt,Correct answers,Answer choice 1,Answer choice 2,Answer choice 3,Answer choice 4,Answer choice 5
MR,,,Which statements accurately describe how a list slice behaves in Python?,"2,3,4",Modifies source list in place,Negative indices count from end,Leaves the original list unaltered,Returns a brand new list,
MR,,,Which of the following are valid set operations supported in Python?,"1,2,3",Union using vertical pipe operator,Intersection using ampersand operator,Difference using minus sign operator,Concatenation using plus sign operator,
MR,,,Which of these describe the benefits of Abstract Data Types?,"1,2,4",Separates behavior promise from storage,Swaps storage without breaking code,Doubles execution speed of search,Hides complex storage details cleanly,
MR,,,What does a list or dictionary comprehension look like left-to-right?,"1,2,4",For loop specifying the source,Optional if condition for filtering,While loop repeating process indefinitely,Expression describing each output item,
MR,,,Which of these Python collections are inherently mutable?,"1,2,4",Dictionaries,Lists,Tuples,Sets,
MR,,,"When accessing specific internal values within a standardized list of dictionaries, which steps occur?","2,3",Access nested layers simultaneously,Query list index absolutely first,Drill into specific dictionary keys,Iterate dictionary attributes beforehand,
MR,,,"If a list-backed queue swapped its storage to a dictionary keyed by ticket number, which parts would have to be rewritten?","2,3,4",The outside code that calls them,The next_customer (pop) operation,The add operation,The size operation,
MC,,,What was the direct impact of Facebook's real-name verification policy on Native American users?,3,Eliminated fake duplicate accounts smoothly,Required premium payment for verification,Locked out users defying assumptions,Blocked localized routing to communities,
MC,,,What does the term 'schema' denote in a database or software system?,1,Structure defining fields and values,Graphical interface for system administrators,Hidden backup servers tracing errors,Cryptographic token verifying user logins,
MC,,,Why did Patrick McKenzie compile his list of 'Falsehoods Programmers Believe About Names'?,4,Platforms banned user accounts randomly,Wanted completely unhackable database models,Governments demanded complex character sets,Name broke systems when traveling,
MC,,,"What happens when a lossy schema flattens complex human data, such as a name?",1,Original nuances are permanently lost,Database storage size expands unsustainable,System schedules localized database migration,Lookup search speed slows down,
MC,,,How does the Universalist view in data modeling recommend handling edge cases?,1,Standard schemas with exception paths,Use ML to redefine fields,Reject data not fitting perfectly,Restructure schema for every case,
MC,,,What is the core argument of the Pluralist reply regarding database exception paths?,1,Impose unfair barriers on minorities,Prevent performance issues and leaks,Efficient structures handling web traffic,Resolve edge cases without friction,
MC,,,What did the Gender Shades audit discover about commercial face-classification systems?,4,Software corrupted underlying database files,Performed perfectly on all demographics,Classification software misidentified matching twins,Error rates higher for minorities,
MC,,,What does the retrospective of the ImageNet dataset conclude about improving accuracy?,2,Boundaries generated purely by AI,Accuracy does not fix bias,Datasets should avoid real people,Tools require bigger training databases,
MR,,,How can restrictive schema choices made decades ago negatively propagate into modern AI systems?,"2,3,4",Correct demographic disparities naturally,Compiled into historical training datasets,Copy old assumptions into databases,Define labels model can recognize,
MR,,,What are the consequences of representing human gender as a single binary character in databases?,"2,3,4",Increases physical camera detection range,Conflicts with legal local forms,Demands migrations enabling wider fields,Excludes fluid non binary identities,
