Question type,Answer explanation,Points,Prompt,Correct answers,Answer choice 1,Answer choice 2,Answer choice 3,Answer choice 4,Answer choice 5
MC,"Merge sort runs in O(n log n) because there are log n levels of recursion, each requiring O(n) merging work.",,What is the time complexity of merge sort?,3,O(n),O(log n),O(n log n),O(n²),
MC,"If elements have no ordering, we cannot skip checking any of them; we must search linearly.",,Which search algorithm is the only option when the list is completely unsorted?,4,binary search,selection sort,merge sort,linear search,
MC,"On average, a successful linear search will find the item in the middle of the list, requiring n / 2 comparisons.",,What is the average number of comparisons in a linear search on a list of size n if the item is present?,4,n²,n,log n,n / 2,
MC,Big-O notation describes how the resource requirements (like time or memory) scale with input size.,,Which mathematical concept is used to describe the shape of growth in algorithmic work?,1,Big-O notation,calculus derivative rules,quadratic formula values,linear algebra tools,
MC,"For large list sizes, binary search scales logarithmically, which is dramatically faster than linear growth.",,What is the main advantage of binary search over linear search for large datasets?,4,requires no sorted input,uses less computer memory,modifies the list in place,much faster search time,
MC,The Church-Turing thesis asserts that any device capable of executing algorithms shares the exact same theoretical limits.,,What does the Church-Turing thesis state about models of computation?,3,all algorithms run in polynomial time,quantum computers solve undecidable problems,any computer shares the same limits,python runs faster than machine code,
MC,The class P consists of decision problems solvable by a deterministic Turing machine in polynomial time.,,Which complexity class represents problems that can be solved in a reasonable (polynomial) number of steps?,2,NP,P,undecidable,intractable,
MR,"Selection sort and the list .sort() method perform sorting in-place, whereas sorted() returns a new list.",,Which algorithms modify the list in-place during execution?,"1,2",selection sort,list .sort() method,binary search algorithm,built-in sorted() function,
MR,Binary search runs in O(log n) time and strictly requires sorted input.,,Which statements describe characteristics of binary search?,"2,4",modifies the original list,runs in O(log n) time,searches unsorted lists successfully,requires a sorted list,
MR,sorted() accepts key (to specify a function to extract a comparison key) and reverse (to change sort order).,,Which parameters can be passed to Python's built-in sorted() function?,"1,4",key,inplace,shuffle,reverse,
MR,"O(log n), O(n), and O(n log n) all grow slower than quadratic O(n²).",,Which running times grow slower than quadratic growth as input size increases?,"2,3,4",O(n³),O(n),O(n log n),O(log n),
MR,"We return the integer index if found, and None as a sentinel value if not found.",,Which of the following are valid sentinel values or search results in our linear and binary search code?,"3,4",-1 to indicate not found,False to indicate not found,the integer index when found,None to indicate not found,
MR,"Merge sort splits the list recursively until single elements are reached, then merges sorted sublists.",,What are the key steps in the divide-and-conquer strategy of merge sort?,"2,4",swapping adjacent out-of-order items,merging sorted sublists together,scanning for the smallest element,splitting the list recursively,
MR,"Scheduling classes, Sudoku, and jigsaw puzzles are in NP (easy to check, hard to solve), whereas binary search is in P.",,Which problems belong to the complexity class NP (can be verified in polynomial time)?,"2,3,4",binary search in sorted list,solving a giant Sudoku puzzle,assembling a large jigsaw puzzle,scheduling classes without conflict,
MR,"A Turing machine consists of a tape, a read-write head, and a state-transition rulebook. It does not have registers, cache, or CPU.",,Which are features of a Turing machine?,"3,4,5",a central processing unit,high-speed cache memory,a read-write tape head,an infinite storage tape,a fixed rulebook of transitions
MC,"Hilbert wanted to build a complete, consistent, and decidable formal system for all mathematics.",,What was the core ambition of David Hilbert's mathematical program?,1,formalizing all of mathematics,building mechanical calculators,inventing the first computer,proving that computation is physical,
MC,Gödel's incompleteness theorems proved that any consistent system rich enough for arithmetic will have true statements that are unprovable within the system.,,What did Kurt Gödel prove about rich consistent formal systems in 1931?,4,they are always inconsistent,they must have physical tape,they are completely decidable,they are always incomplete,
MC,The Entscheidungsproblem was the decision problem posed by David Hilbert.,,Which famous decision problem asked if there is an algorithm to decide if any mathematical statement is provable?,2,the Lucas-Penrose Argument,the Entscheidungsproblem,the Liar Paradox,the Halting Problem,
MC,"Turing proved that the halting problem is undecidable, which in turn meant the Entscheidungsproblem was unsolvable.",,What did Alan Turing use to prove that the Entscheidungsproblem has no solution?,3,incompleteness theorems,the lambda calculus,the halting problem,quantum mechanics,
MC,An undecidable problem is one for which no general algorithm can always give a correct yes/no answer.,,What is the term for a problem where no algorithm can ever give a correct answer in every case?,1,undecidable,intractable,NP-complete,incomplete,
MC,"The universal machine, which reads program code as data to mimic other machines, is the conceptual ancestor of general-purpose computer CPUs.",,What did Alan Turing's 'universal machine' blueprint directly inspire?,3,logic gate circuits,compiler translators,general-purpose computer processors,mechanical gear calculators,
MC,The liar paradox ('this statement is false') inspired both Gödel's unprovable sentence and Turing's contrary program.,,Which philosophical paradox is the basis for the proofs of both Gödel and Turing?,4,the grandfather paradox,the ship of Theseus,Zenons paradox,the liar paradox,
MC,"Using a diagonal proof similar to Turing's, Cohen proved that a perfect virus detector (never wrong, never false alarm) cannot exist.",,What did Fred Cohen prove about computer virus detection in 1987?,1,perfect virus detection is impossible,logic gates prevent virus execution,viruses require internet connections,all viruses use self-reference,
MR,"Hilbert demanded the system be complete (prove all truths), consistent (no contradictions), and decidable (step-by-step decision algorithm).",,What demands did David Hilbert make of his proposed mathematical system?,"1,2,3",consistency without contradictions,completeness of all truths,decidability via step-by-step algorithms,physical feasibility on memory tape,
MR,"Lucas argued that Gödel's theorem shows human minds are not machines, whereas Putnam and others replied that we cannot prove human consistency.",,What does the controversy between John Lucas and Hilary Putnam concern?,"1,3",if Gödel's theorem limits minds,if merge sort is faster,whether human minds are machines,how to code binary search,
