Question type,Answer explanation,Points,Prompt,Correct answers,Answer choice 1,Answer choice 2,Answer choice 3,Answer choice 4,Answer choice 5
MC,Skipping requirements and design often results in writing code that does not solve the user's actual problem.,,What is the main danger of jumping straight to the Build stage without planning?,2,losing Git repository history,building the wrong product,raising assertion errors automatically,triggering python compiler warnings,
MC,"A requirement provides a clear, verifiable definition of expected software behavior.",,"What is the term for a precise, testable statement of what a software system must do?",4,pull request,sprint,docstring,requirement,
MC,"Agile builds software in short feedback loops, allowing early course corrections before changes become too expensive.",,What is a major advantage of Agile sprints over Waterfall?,4,faster execution speed,zero documentation required,guaranteed zero bugs,early and frequent course corrections,
MC,Pure logic functions perform calculations and return values without interacting with the console or external resources.,,What does a pure logic function do?,1,computes returns without I/O interactions,saves data to disk files,prints messages on screen,reads user keyboard inputs,
MR,assert statements pass silently when the expression evaluates to True.,,Which of the following are valid Python assert statements that will not raise an AssertionError?,"3,4",assert False,assert 1 == 2,assert True,assert 5 > 3,
MR,"git add stages changes (working to staging), and git commit saves the snapshot (staging to repo).",,Which actions move changes along Git's three areas?,"1,2",git commit to save snapshot,git add to stage changes,git push to copy local files,git init to delete history,
MR,"Requirements, Design, Build, Test, Deploy, and Maintain are the six SDLC stages.",,Which are stages of the Software Development Life Cycle (SDLC)?,"1,2,3,4",Test,Requirements,Design,Build,Branching
MR,Agile uses short feedback-driven loops called sprints rather than finishing stages fully in one long sequence.,,Which of the following describe Agile software development?,"2,4",completes all coding before testing starts,works in short cycles called sprints,operates as one long linear waterfall pass,adapts requirements based on user feedback,
MR,"Version control lets developers recover older versions, collaborate via branches, and audit project history.",,Why do professional software teams use version control systems like Git?,"2,3,4",to run test assertions automatically,to maintain a tamper-evident audit history,to recover older versions of files,to work in parallel on branches,
MR,"Collaboration workflows typically utilize feature branches, pull requests, and peer code reviews before merging.",,What are the common parts of a Git-based collaboration workflow?,"1,2",opening a pull request,conducting peer code review,running code in Google Drive,compiling files directly to machine binary,
MR,"I/O includes talking to a human (print, input) or writing/reading files from disk.",,Which of the following are examples of input/output (I/O) operations in Python?,"1,2,4",printing messages using print(),reading text with input(),returning an integer value from a function,reading or writing disk files,
MR,"AI drafts can contain subtle logic errors, hallucinated APIs, and policy/privacy violations.",,Which are potential issues when using code drafted by an AI assistant?,"1,2,3",subtle logic bugs that look correct,ethical or privacy policy violations,hallucinations of nonexistent functions,code that runs in-place only,
MC,Copyleft uses copyright law to grant users freedoms while legally binding modifications to remain free.,,What legal mechanism did Richard Stallman use to invent copyleft and enforce software freedom?,2,trade secret agreements,copyright law rules,trademark filing methods,patent registration processes,
MC,Copyleft licenses require that anyone sharing modified versions of the code must also share their source under the same license.,,What is the primary condition of a copyleft license like the GPL?,2,code must run on Linux servers,modifications must remain free,authors must sign paper contracts,users must pay licensing fees,
MC,"Permissive licenses (like MIT or BSD) allow modifications to be closed-source, only requiring attribution.",,"Which type of software license demands the least from users, usually only requiring attribution?",1,permissive licenses,copyleft licenses,public domain grants,proprietary licenses,
MC,"Git runs a cryptographic hash function on file and folder contents to produce secure, unique identifiers.",,Which mathematical tool does Git use to create tamper-evident snap fingerprints?,1,hash functions,logic gate adders,compiler translators,linear search algorithms,
MC,Git traditionally utilizes the SHA-1 hash function to fingerprint repository items.,,What type of hash function does Git use to identify files and commits?,2,MD5,SHA-1,SHA-256,RSA,
MC,"Davis showed that GitHub Copilot generated blocks of his copyrighted code verbatim, with licenses and attribution removed.",,What did professor Tim Davis observe that triggered the Copilot lawsuit controversy?,4,copyright registration of AI models,compiler crashes during model training,slow execution of git commits,verbatim reciting of copyrighted code,
MC,"AI model makers argue that training is transformative learning, falling under fair use.",,Which legal doctrine did AI companies cite to defend training models on public code?,4,public domain,trade secrets,copyleft,fair use,
MC,"When an AI outputs memorized text or code snippets verbatim from training, it is called memorization.",,What term describes when an AI model regenerates training data verbatim?,2,validation,memorization,generalization,compilation,
MR,MIT and BSD licenses are classic examples of permissive licenses.,,Which of the following are examples of permissive open-source licenses?,"1,2",BSD,MIT,GPL,EULA,
MR,"Git computes hashes from content and links commits by embedding the previous commit's hash, forming an immutable chain.",,How does Git ensure the integrity of a repository's history?,"2,4",encrypting all files automatically,chaining hashes from previous commits,requiring approval from Richard Stallman,computing hashes from commit content,
